Id,SalePrice
1461,129007.70592926827
1462,150582.3296337467
1463,192558.98218907887
1464,204686.155959594
1465,176865.01006769142
1466,182528.80970082962
1467,156261.58930304216
1468,175087.59107166925
1469,179612.8952049185
1470,128904.70674072296
1471,205061.6911386179
1472,99740.040413567
1473,99740.040413567
1474,139963.66823225372
1475,116309.13566277537
1476,350000.00837023323
1477,201231.1173224511
1478,343359.78366214986
1479,330601.8862861842
1480,411774.8898779752
1481,298087.94113276544
1482,212815.00948987703
1483,206521.7721588012
1484,169464.6611108613
1485,228299.40666732387
1486,216987.47940070415
1487,251885.6135941122
1488,191228.52683914514
1489,199183.64526829094
1490,292363.26281179365
1491,200922.94891228603
1492,88609.463259819
1493,169844.6424470874
1494,249764.6066280029
1495,257750.43328866884
1496,245468.4886568874
1497,165142.26498577758
1498,168614.2076611472
1499,174152.20350356668
1500,174260.14563462193
1501,159699.8623591958
1502,172775.34015400478
1503,275369.1499109349
1504,238809.82450934156
1505,235143.61176867454
1506,140031.47925337777
1507,223009.8685061206
1508,179378.91177493104
1509,159781.35679181706
1510,131047.5773914563
1511,148862.1152775398
1512,156880.24063390796
1513,137609.967952196
1514,130980.60415978318
1515,156367.0801855941
1516,148917.80741794186
1517,183117.99226189265
1518,129495.90485727295
1519,199410.9732374834
1520,135483.9138680119
1521,133624.99672356527
1522,147114.7956134104
1523,109364.32814255796
1524,118119.94678398436
1525,126160.0683730793
1526,120345.39180451543
1527,104392.12603001643
1528,119105.24353044163
1529,139942.7199673508
1530,176231.0723528025
1531,131754.00050392217
1532,107654.45254002376
1533,141496.78851749387
1534,107713.74636636316
1535,160317.5019797162
1536,129286.48055023715
1537,90420.28104453538
1538,141716.84666732373
1539,186631.5034251629
1540,74122.64676526595
1541,148781.18067518747
1542,119995.55454680035
1543,187474.66582900105
1544,90045.72437504256
1545,118116.55486200533
1546,139508.89639244694
1547,142565.48851033178
1548,118045.09779901073
1549,128864.91817149744
1550,130701.4319759549
1551,129336.52694678564
1552,136473.47359034946
1553,148759.62016239102
1554,147070.44315570258
1555,171054.8277459191
1556,96348.80401393307
1557,79922.21428124985
1558,129649.5971937042
1559,97815.00988715643
1560,125798.1866714558
1561,109684.86021790169
1562,139855.16744018657
1563,128006.14867956459
1564,172909.5158331655
1565,171994.72158639444
1566,225419.93084283272
1567,89177.50776709903
1568,218726.777891615
1569,159607.95163033335
1570,163546.19983933656
1571,140378.45646167046
1572,144166.2076074955
1573,246160.78082720656
1574,97775.14053409614
1575,229416.85072317882
1576,263715.63582793303
1577,194450.95654668813
1578,142401.74268070044
1579,151077.5219660206
1580,189480.62396344423
1581,168100.17754344206
1582,121803.09919936559
1583,235145.68696034828
1584,230333.74860413224
1585,164004.28234128724
1586,84222.8883752119
1587,123302.65189148925
1588,144618.9801619674
1589,100296.5502533871
1590,145396.5177251242
1591,102096.97982492975
1592,107537.81550571123
1593,131312.55985821824
1594,110705.25075941921
1595,104254.63801177141
1596,207631.89484081845
1597,144750.44689637487
1598,183743.2343696157
1599,222948.38719413168
1600,194800.04819154378
1601,86550.08092049652
1602,117336.67437364713
1603,110864.24345070132
1604,286960.0902381391
1605,250529.99039490303
1606,166587.70359534485
1607,133384.6901509937
1608,250863.0852850185
1609,182070.80486813714
1610,159898.44883228585
1611,147057.85232650812
1612,182214.54600525092
1613,161557.89686400353
1614,138416.38179554456
1615,99622.81118753726
1616,81523.51156103972
1617,101195.34393193248
1618,120893.81800586713
1619,159600.32155212434
1620,109688.60394802403
1621,145899.7705051502
1622,134378.8450559081
1623,255510.4815695504
1624,241320.18028796714
