Id,SalePrice
1461,121329.44191235118
1462,159560.2187094893
1463,181113.36590226172
1464,188020.54148889336
1465,184566.3813688698
1466,175631.33963472716
1467,176889.19324979157
1468,165730.31358453244
1469,184318.785127008
1470,122025.18510413829
1471,194665.80570329705
1472,96869.77219449068
1473,93836.57049998132
1474,155319.81473154554
1475,131794.39598292107
1476,383743.40221669857
1477,248257.87357075073
1478,282087.58891238325
1479,285025.9764180804
1480,471568.6209998186
1481,335543.82679759926
1482,201892.72306764207
1483,167325.56188143825
1484,171177.8504166062
1485,181165.2246734853
1486,191232.2183503821
1487,345650.7554668485
1488,236745.72906169033
1489,194663.32547986627
1490,213417.13634488595
1491,196122.07116213834
1492,85277.19709426377
1493,186036.48747898842
1494,310636.5733841322
1495,304191.84982728906
1496,232906.23075188068
1497,182248.30662282096
1498,158107.2086526546
1499,158346.6285093062
1500,146969.89322464107
1501,173944.23425922033
1502,148420.0653372826
1503,280264.7073298975
1504,243943.36863623324
1505,221859.4094651147
1506,183149.67732203339
1507,241666.63665962237
1508,202999.71076985498
1509,154682.69519532655
1510,142606.25128006915
1511,141514.13506040425
1512,170704.71710862016
1513,136151.35509959713
1514,170669.55701169345
1515,191793.78032465387
1516,158996.28776877778
1517,159984.86314256932
1518,138236.5676487884
1519,218100.5844864155
1520,131886.37325133826
1521,131269.53070043286
1522,174522.49535405994
1523,108144.53250786239
1524,124075.57797369153
1525,122750.16384710836
1526,117749.96824761295
1527,103829.2231032137
1528,135393.98060686805
1529,146411.44303052724
1530,174843.08743484967
1531,105415.11453305847
1532,104303.55709771054
1533,140380.36253409195
1534,120762.73811988653
1535,152461.8000348665
1536,105769.85419272026
1537,66876.8619119503
1538,164923.3815445295
1539,212491.00107076706
1540,90008.42498843558
1541,140787.51904291147
1542,135761.31828120854
1543,204887.02593950744
1544,80652.02369107188
1545,100676.43529538764
1546,124383.62507311643
1547,128828.88628196353
1548,128295.51607024587
1549,107989.49067140739
1550,134235.62613921595
1551,116601.1644013253
1552,128045.66454799223
1553,154983.42267925912
1554,111011.75976387276
1555,161554.55644997492
1556,77063.9189943943
1557,98812.36251226357
1558,90192.31861987666
1559,81366.59881871814
1560,146763.94346481128
1561,131908.5060369324
1562,136033.38017644014
1563,119620.71542536643
1564,159334.6444342715
1565,144295.3699813201
1566,243297.66374926508
1567,71995.34956150448
1568,225277.69514258087
1569,136517.80501474452
1570,131391.32057153678
1571,124686.80378267095
1572,153061.14142623407
1573,243645.6899405025
1574,117904.71742427596
1575,217047.12143704336
1576,223604.2009452368
1577,185191.6832256127
1578,143154.05280099314
1579,144651.42655056107
1580,192045.26259360247
1581,155514.31521586262
1582,129068.30035362579
1583,333513.5700860092
1584,224861.30134848965
1585,140444.93968441884
1586,74536.81937407434
1587,95414.72507934876
1588,146134.55959028163
1589,91868.79643844893
1590,140002.47350667804
1591,94134.97356396471
1592,116889.48986346283
1593,128161.94790061066
1594,123815.6663948968
1595,109456.53351337009
1596,238200.938106892
1597,187173.79653099168
1598,213039.98813351852
1599,172547.75034759604
1600,176033.68963914775
1601,73533.72994771696
1602,101925.9347400079
1603,89045.31572233741
1604,282814.70837507426
1605,256681.19135428965
1606,171459.76845235174
1607,179720.7025647258
1608,212279.46325961477
1609,184376.74106903144
1610,150291.30306561553
1611,139273.2060260481
1612,162299.3448504606
