Id,SalePrice
1461,66146.33666560317
1462,70256.14409390779
1463,76263.26594645403
1464,76917.11661318073
1465,79070.59993572951
1466,75960.66696834615
1467,73915.44728201657
1468,73881.74513652016
1469,75843.90098990747
1470,65464.46923527009
1471,77478.93834483466
1472,63846.027059639564
1473,64227.089493445674
1474,74513.81167521016
1475,72863.58480659746
1476,96675.99917277363
1477,86246.33199708235
1478,90869.53547001391
1479,88690.9029606817
1480,102734.70346852703
1481,94364.78259322964
1482,79288.00667771808
1483,73211.27326005614
1484,75313.40134584741
1485,76078.34346359978
1486,78196.27695999664
1487,93494.28346379536
1488,84846.51964974073
1489,76542.69440639054
1490,77952.44544395586
1491,78127.00830307147
1492,61146.1427853285
1493,76586.24358634862
1494,91563.69692504178
1495,90272.99476419676
1496,82250.11969325428
1497,77477.43891806183
1498,74683.34519916668
1499,75040.36193787503
1500,72922.93975584753
1501,76692.09161826123
1502,75008.40357787644
1503,86578.99889004177
1504,81434.30938257088
1505,80641.21223883017
1506,73369.449952081
1507,79515.07446230607
1508,76854.58417541617
1509,71569.62111130904
1510,69518.01898456748
1511,69662.77529249001
1512,73176.39684087476
1513,69721.05964223339
1514,75399.26115033582
1515,77239.23460957942
1516,73074.72290764183
1517,70992.77522278154
1518,69251.69037203354
1519,80382.82679625174
1520,68425.78945638688
1521,67991.09878054883
1522,73524.41310534687
1523,63288.07266754261
1524,66399.85008733915
1525,67055.54359794111
1526,66387.75788016307
1527,64590.307957198514
1528,67592.18522434832
1529,70447.51282787765
1530,72856.54105339487
1531,66907.80764726877
1532,65587.26071459072
1533,70649.56258132283
1534,65374.6056033825
1535,71301.56960806285
1536,66585.43895519397
1537,58938.5617024199
1538,77692.90605512852
1539,81556.8437319555
1540,65414.28019256451
1541,70843.69624573678
1542,70057.65809854363
1543,78879.5693293819
1544,60643.27358023602
1545,63585.41122310228
1546,67083.12031102121
1547,69652.03499929831
1548,67955.15725512286
1549,65174.10584288659
1550,71127.26432093116
1551,66683.75229821185
1552,68753.9395931796
1553,69683.50188366266
1554,64277.533726419875
1555,71752.49739252236
1556,60587.60854804055
1557,67075.51434717246
1558,60648.347587927296
1559,62881.549756073706
1560,74287.9723452827
1561,70648.08208713455
1562,68467.43761161916
1563,66286.76088123152
1564,71113.34953782223
1565,71365.99870187958
1566,81633.46891955251
1567,58572.39520258249
1568,78318.68573570072
1569,69955.40524013614
1570,66493.47147226935
1571,68223.3857009643
1572,69816.87301945151
1573,81784.53054843131
1574,68539.98026593833
1575,79613.6768120548
1576,80226.09289889265
1577,75824.39235453962
1578,70732.75974375404
1579,70462.33972399686
1580,77520.78271934537
1581,71392.88327717228
1582,67491.88797873157
1583,93633.67030878825
1584,83673.23762854938
1585,70402.57715341769
1586,59822.87272800416
1587,64573.53145228672
1588,69689.73047774452
1589,59707.32401747368
1590,68899.7455776889
1591,62925.09863481231
1592,67058.82570366381
1593,67724.1008460435
1594,70096.29611540974
1595,67528.51087091553
1596,83330.02701582537
1597,73751.41286632897
1598,79459.98151185851
1599,77670.01407946426
1600,78501.53515918895
1601,60269.048954933925
1602,63325.60110899463
1603,62293.67990975033
1604,86993.66199638868
1605,85780.79403887074
1606,72690.78863582789
1607,73269.34125702914
1608,79600.42329118458
1609,76362.72887394059
1610,72936.50364181177
1611,68880.752548477
1612,72090.92747215362
1613,71621.78270251538
1614,68832.07544742378
1615,61294.85115587321
1616,60020.3033098357
1617,62186.74602357118
1618,67476.24681588727
1619,69557.36385706648
1620,76900.7423822418
1621,70188.67200582719
1622,69152.53581623167
1623,89162.50000131677
1624,78672.56490179652
1625,66250.9424774377
1626,73564.175218355
1627,76603.30379855778
1628,89048.17200791459
1629,76260.00671975361
1630,91858.18977185403
1631,80666.84800089947
1632,84882.40780026682
1633,74624.7077734735
1634,76075.23970215274
1635,76424.54079210674
1636,71811.61280362727
1637,75527.36527190564
1638,80260.51181357865
1639,73209.02104331787
1640,84047.62131400991
1641,73149.02730586079
1642,78931.27869792841
1643,81524.65074553329
1644,80879.70330075249
1645,75230.18548328306
1646,71826.50355336205
1647,73988.28817004529
1648,68648.3272038678
1649,69243.23376455237
1650,65056.36711015999
1651,65774.13183784277
1652,65662.65485277378
1653,66026.64371084867
1654,73999.4051495294
1655,74082.1969375197
1656,73065.58756919061
1657,73808.42629983986
1658,73060.47433012986
1659,72960.87855615275
1660,70377.53154278675
1661,103034.02455537675
1662,96373.84112760393
1663,97783.01829232859
1664,102684.39087889355
1665,91128.40416171569
1666,94159.32976806854
1667,96820.13885075322
1668,93406.21247390834
1669,90371.62454971722
1670,94561.28838635764
1671,84556.61164679505
1672,102713.74823758399
1673,93171.86256848101
1674,85490.42723224008
1675,73673.63139068862
1676,74911.14733836269
1677,77110.74423899809
1678,100716.6294636987
1679,96956.0021741349
1680,91659.48023652658
1681,83635.41034241965
1682,92402.6889471471
1683,75610.46555108781
1684,75447.86801307864
1685,76046.49444825367
1686,75640.37811785581
1687,74789.1050509354
1688,77493.96434245878
1689,78049.41909280786
1690,77804.87485893295
1691,75482.40519425586
1692,90413.79240716374
1693,75350.1715243166
1694,76357.80215356176
1695,74826.68182340334
1696,87567.48476952373
1697,75758.35116826647
1698,95047.5199302618
1699,91735.6456283318
1700,83952.64049031012
1701,86633.58433042002
1702,87696.52993690384
1703,86349.41512902643
1704,89998.0464147387
1705,81208.46673000362
1706,98936.81838785723
1707,78047.62971751526
1708,76344.01700148305
1709,88512.76529014406
1710,79773.71445361369
1711,86737.63797522448
1712,84786.99119472702
1713,85228.55916493865
1714,80783.8517338325
1715,78680.57632802281
1716,76049.30137047701
1717,75541.98065652105
1718,68928.0014957917
1719,79377.81158622378
1720,86064.16257556863
1721,75128.84526358981
1722,68476.41911702497
1723,72370.28347874203
1724,79946.2914758394
1725,82281.9875747492
1726,76888.84006697709
1727,72359.67970586957
1728,77999.20274877982
1729,73763.37808745651
1730,74035.18831474143
1731,67089.87929758977
1732,68380.19612223643
1733,65679.59950665377
1734,67012.68990930796
1735,68504.54847255675
